DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20221127,390,27,242,2,628,37.42625857986469,46.190736886144414,544.3830045339909
20211127,855,69,75,11,469,33.95381016464432,50.8829572874943,384.1632325478614
20161219,108,4,216,5,727,74.22285014799486,105.35345887635756,547.4236909756476
20210424,726,74,866,4,333,39.85998438395414,27.981651534432547,265.1583640816133
20240523,549,74,877,5,367,22.02639594838597,48.02402985868973,296.9495741929243
20160809,607,13,951,5,915,119.13107912768567,64.6011713765006,731.2677494958137
20180131,175,60,323,3,292,26.388780505974314,23.22232554794834,242.38889394607736
20210101,169,33,297,1,547,44.94066036009646,73.48310472474282,428.57623491516074
20171213,203,61,966,20,374,32.95974058944531,22.624676534777766,318.4155828757769
20180518,82,62,937,9,697,60.54114926446529,43.05051859601409,593.4083321395206
20151220,560,85,590,15,702,25.11976133495335,76.03898306038991,600.8412556046567
20161209,332,43,197,15,967,76.20875722641951,116.07360298890198,774.7176397846786
20151211,491,90,570,2,634,16.95167918931544,48.46764707854408,568.5806737321404
20210717,939,12,286,7,683,101.31591365240284,47.91332997186809,533.7707563757291
20220215,775,30,968,20,249,36.110916221994664,28.34478954448897,184.54429423351638
20140428,810,99,31,1,159,16.75859916145995,22.410964672041708,119.83043616649834
20230822,612,89,373,2,815,42.033285530525625,109.79574871613231,663.1709657533421
20240411,157,24,543,5,298,26.7516511513327,26.39689921033503,244.85144963833227
20190717,782,81,436,7,458,25.993138538248925,45.04951822312476,386.9573432386263
20220408,393,77,355,19,919,84.31630202160443,123.08880837338074,711.5948896050148
20140220,401,61,730,13,335,35.168787743145025,27.61450049418367,272.2167117626713
20150517,349,27,440,17,568,13.437732259145587,62.584572810763945,491.9776949300905
20140907,704,54,268,6,816,87.04420636193842,62.697258730577,666.2585349074845
20210103,367,46,983,10,331,15.041298474639126,18.468591564555616,297.4901099608053
20160328,189,92,412,18,291,17.434595606482052,39.11869411530319,234.44671027821477
20170810,623,56,367,18,334,22.575225124425153,37.34559533720535,274.0791795383695
20140819,313,40,432,8,268,36.648048583604236,36.28088440882952,195.07106700756623
20240616,802,9,439,20,108,11.209488072360188,6.739156007992941,90.05135591964688
20170514,480,31,574,18,918,70.75697862724259,115.30375281080397,731.9392685619534
20220115,415,90,127,19,494,50.43978315974786,30.355058080286394,413.20515875996574
20231004,270,88,72,7,585,79.07700808940824,74.0226159975951,431.90037591299665
20140528,384,63,585,8,376,44.71192746029303,38.33382126763354,292.9542512720734
20231225,960,7,836,3,409,32.077308576682896,53.95336136599515,322.96933005732194
20150215,956,23,853,2,605,57.483069667171904,88.28585233601164,459.23107799681645
20170524,3,97,706,10,828,63.35090730230087,107.79040262235952,656.8586900753396
20240409,711,55,647,14,764,72.2837340911358,38.32628325045323,653.389982658411
20180502,607,12,218,18,725,29.98358700343365,92.46640984247047,602.5500031540959
20190202,807,64,623,12,625,32.41458188204379,46.09984012268316,546.485577995273
20231206,329,14,584,18,686,80.34404809091721,36.968927103818416,568.6870248052644
20181231,602,20,628,12,584,25.21308701746287,51.442056777495836,507.3448562050413
20211119,39,38,211,20,185,20.548442169434832,10.45400803279075,153.9975497977744
20170115,661,46,580,10,498,48.794930503686814,31.24979992353967,417.95526957277355
20191031,443,24,173,5,804,69.0267814232754,111.20628440485257,623.766934171872
20190616,614,66,224,14,628,55.954247069711386,67.68527145744406,504.3604814728445
20160107,184,20,152,15,681,52.98387211494201,50.539618824884776,577.4765090601732
20180216,866,72,863,20,862,75.63649852243925,59.59498259569054,726.7685188818702
20151005,412,37,659,4,546,53.28871196902958,39.469664059946126,453.2416239710243
20180805,729,1,566,11,979,21.02274026094915,87.55869092406584,870.4185688149851
20230928,335,87,854,20,129,9.290528746289642,6.968917269685638,112.74055398402473
20160131,793,87,355,6,771,19.73243351149733,72.90155364222841,678.3660128462743
20210811,633,10,708,5,996,115.76682482737166,142.71236796160548,737.5208072110229
20210913,28,21,102,18,258,25.195282393189856,22.377667378744427,210.42705022806572
20180411,398,89,974,19,856,21.5739229800915,103.13317888798309,731.2928981319254
20210724,862,57,805,1,154,13.508669874051655,22.327997492469635,118.16333263347872
20140606,879,38,767,1,524,44.502592251481786,63.228000259449594,416.2694074890686
20230720,432,9,351,19,284,23.36222155990633,27.700495321756154,232.93728311833752
20240416,831,92,432,10,536,13.445651807555475,70.37267299314715,452.1816751992974
20230215,743,79,645,15,917,43.5703956117739,48.284684624974666,825.1449197632514
20230317,433,96,453,20,300,25.087977712897253,24.970395842076865,249.9416264450259
20160424,718,85,415,12,390,55.77376729655505,46.14806937146307,288.07816333198184
20170320,521,13,187,6,501,68.3775549322651,50.261410683237166,382.36103438449777
20140803,771,82,753,8,320,8.127531463144956,28.73216186542578,283.14030667142924
20190417,472,82,915,15,787,58.82261236208719,106.60180405092486,621.5755835869879
20140429,781,56,122,8,531,11.847956115445859,40.29782457138962,478.85421931316455
20190224,18,3,892,6,256,33.92435112846687,31.42866043111366,190.64698844041948
20190718,165,40,300,2,738,19.44157628575413,60.1150219706554,658.4434017435905
20200421,739,26,415,5,819,90.8799935518446,75.28178248630013,652.8382239618552
20160708,443,97,374,5,266,37.91555355135807,38.722490825593745,189.36195562304817
20151005,298,67,468,12,304,6.375467300346442,25.665780019235353,271.95875268041823
20221030,107,89,599,18,211,24.81174283340718,17.257641987150738,168.9306151794421
20210525,95,57,207,10,122,6.367367457224599,17.636798949372828,97.99583359340258
20150530,802,71,735,13,308,36.985458063419415,45.748486546355366,225.26605539022523
20191108,972,34,90,12,719,14.53981897728353,104.75973745023003,599.7004435724864
20200722,595,47,780,4,871,77.23278939945574,73.82383952172277,719.9433710788214
20140808,91,88,265,13,932,75.47439168732596,62.775117667268084,793.750490645406
20150103,557,64,578,11,237,9.360869150637196,20.329611288235785,207.30951956112702
20190208,164,66,733,1,156,6.181698378008956,17.889134515796954,131.9291671061941
20140519,313,28,1000,19,822,62.896454458775096,85.77604356555265,673.3275019756722
20200206,186,71,934,13,539,27.977584241340793,48.42782302285057,462.59459273580865
20170811,811,20,911,3,254,17.290112715329325,29.368487912861273,207.34139937180942
20180511,105,14,726,1,710,79.27571140501372,103.87873985869507,526.8455487362912
20230106,332,8,981,15,637,32.298072784890465,77.63345940024459,527.0684678148649
20180419,909,83,547,14,434,11.441342208576462,41.16668667586356,381.39197111555995
20221205,685,76,188,12,110,9.740092894598794,6.3136656287380735,93.94624147666313
20170107,160,57,487,6,666,75.52969627809375,39.30236184561653,551.1679418762897
20191029,745,83,555,15,286,25.936553682955303,36.54051578812403,223.52293052892065
20210916,501,74,460,20,156,12.196619777212124,22.188432537150916,121.61494768563696
20220216,532,2,447,20,300,44.801041358442575,16.883831471119063,238.31512717043836
20210302,258,38,305,9,976,36.282976393396744,57.09125806874471,882.6257655378586
20210817,718,45,463,12,369,46.538907635062614,32.467652560977115,289.99343980396026
20220514,140,47,430,15,676,59.230958114033754,73.12968628135405,543.6393556046122
20160812,201,78,778,15,704,28.430129083620702,96.65098004471479,578.9188908716645
20230528,580,17,272,9,997,28.871808288294307,133.47451073237323,834.6536809793324
20240223,701,72,2,7,673,79.70401697741298,61.167345551043375,532.1286374715437
20230323,238,65,558,18,343,11.90600083356713,24.33217201359148,306.7618271528414
20200606,633,12,140,3,742,95.35806367401752,44.42454149208801,602.2173948338944
20240426,268,90,24,20,394,8.600138982329,35.22167479971674,350.17818621795425
20200730,601,14,960,3,638,81.8767948014679,49.63011352609465,506.49309167243746
20240602,327,71,376,3,267,22.160974598358024,30.2749179001934,214.56410750144858
20190110,850,56,375,2,359,26.97268871909077,51.35519888980563,280.6721123911036
20140416,983,62,838,15,164,5.992356664774111,20.720305402691302,137.2873379325346
20240210,725,41,685,8,938,56.18075315009425,58.90712327233166,822.9121235775741
20240224,385,85,1000,8,786,98.77874952533608,47.223826147461835,639.9974243272021
20191020,181,51,406,13,169,24.385001997152546,18.320687958977597,126.29431004386986
20221127,735,43,185,14,170,16.594863165215433,10.799978668562352,142.60515816622222
20150620,253,70,132,13,313,36.67163501977435,24.712865574803512,251.61549940542216
20230901,456,27,249,14,329,17.560720328021148,47.717853318541884,263.721426353437
20170819,798,23,55,6,701,69.55294074891214,75.39994418804369,556.0471150630442
20210910,416,25,938,20,528,48.80308453928583,53.62148687123061,425.5754285894836
20190119,165,29,11,7,579,28.393741720410087,81.365387761964,469.2408705176259
20160117,802,22,958,9,982,63.059803997170526,97.06538483040318,821.8748111724262
20160919,748,22,760,4,733,54.59706173624734,57.83475534549913,620.5681829182536
20170205,855,33,270,3,472,14.778257300811482,45.19815040041314,412.0235922987754
20140906,290,24,429,5,150,11.552888450607995,10.833634169042387,127.61347738034962
20230305,664,61,505,10,739,76.61369272334375,51.119733510820765,611.2665737658355
20150606,517,72,413,5,198,7.040647190915988,21.84331927841814,169.11603353066587
20180709,153,25,804,18,232,10.067039675691698,12.67604078406084,209.25691954024745
20141026,388,72,136,2,608,89.1150289597062,42.01927344545056,476.86569759484325
20190802,64,56,792,17,761,63.19520779509404,62.710905415271604,635.0938867896343
20230204,745,96,763,4,523,16.17019225726052,32.08193977625113,474.74786796648834
20190411,693,2,895,8,819,42.72120847177485,41.1880576225601,735.090733905665
20140514,931,9,115,12,513,12.581583811091264,57.51568957678351,442.9027266121252
20221116,752,61,783,6,478,20.293430436318445,52.652398663522305,405.05417090015925
20161008,158,26,414,1,211,21.384337530048892,24.833437528289522,164.78222494166158
20180113,146,77,32,7,279,6.121186603254186,30.38094621326686,242.49786718347895
20220624,837,63,634,4,954,123.48011584160193,96.94864756733635,733.5712365910617
20180914,462,59,53,8,749,36.211039646107714,39.302822627120925,673.4861377267714
20160922,818,96,739,12,776,27.127601071173803,99.1331217587965,649.7392771700297
20160611,243,31,632,3,353,14.630549750304695,28.816477835195496,309.5529724144998
20210823,669,83,292,10,978,99.60900312719674,121.87684717094743,756.5141497018558
20141028,746,12,612,17,446,33.81628487930164,52.43629201466391,359.74742310603443
20150924,54,72,293,7,783,101.03235009625693,113.68864263505618,568.2790072686869
20200525,60,74,889,15,631,82.05777035723038,70.03033037428904,478.91189926848057
20220705,906,21,966,12,582,78.22058799046533,43.243240924324176,460.5361710852105
20161210,637,81,360,8,617,65.16053536056883,36.27670167002279,515.5627629694084
20140625,5,45,664,15,426,44.62710635075218,54.27253779424674,327.1003558550011
20220802,215,22,601,10,802,38.38469181421878,64.61861958312767,698.9966886026535
20240607,156,81,254,14,783,89.23707351711732,70.16540393478394,623.5975225480987
20151009,992,71,699,15,725,73.12053844475919,39.43335592360038,612.4461056316404
20150113,305,43,641,14,281,7.68958615860855,32.74665590236686,240.56375793902458
20210804,38,30,604,13,676,29.05655180305259,75.25157461536253,571.6918735815849
20220511,931,73,9,9,895,92.38505323696312,52.73459726287827,749.8803495001587
20160304,341,92,180,16,521,11.26916924839206,45.34032653728174,464.3905042143262
20200813,354,50,646,11,517,52.28050338772177,53.253683703891404,411.46581290838685
20220114,306,41,23,14,728,99.99624722109583,89.66404044885901,538.3397123300451
20161007,107,48,887,19,909,80.41565706147709,74.89812482314777,753.6862181153751
20190425,310,82,814,2,966,21.348339459390328,141.9223074341082,802.7293531065014
20210423,824,12,376,18,794,98.62879356794495,84.64207252111896,610.7291339109361
20170711,445,63,303,6,945,52.55180911442558,91.71036363559935,800.737827249975
20230618,851,35,280,7,197,7.943834864502301,11.393911481945661,177.66225365355203
20150621,285,42,457,5,873,64.88179299428022,65.509872938247,742.6083340674728
20200520,85,42,77,13,324,11.466265273738653,27.856209936613084,284.67752478964826
20180130,894,78,512,16,164,6.953938700962523,12.271258288604244,144.77480301043323
20230317,438,21,708,13,581,44.34618358884367,31.504600156914364,505.149216254242
20180803,207,39,315,12,324,8.374471719585154,23.611246617680642,292.0142816627342
20160824,994,60,860,14,991,111.99957798361989,136.11682271676264,742.8835992996175
20160801,536,73,820,1,600,38.61084886311123,54.474070100454746,506.915081036434
20150601,643,13,383,6,578,45.907479055239676,30.55236090879286,501.54016003596746
20200909,642,76,276,3,552,23.706619268332446,31.040743668211913,497.2526370634556
20210221,672,10,199,16,564,18.854805189793186,31.504243647408476,513.6409511627984
20140512,226,35,362,17,686,55.56430067546823,63.0850166322439,567.3506826922878
20211027,620,74,343,13,658,43.90026753474896,81.25938125352396,532.8403512117271
20210909,396,89,970,20,855,78.39452128809852,54.735118166759484,721.870360545142
20190807,83,35,395,20,301,13.069022124803752,17.591118669208587,270.33985920598764
20221102,60,94,661,12,155,4.636112605759225,10.309383496263155,140.0545038979776
20190716,982,77,19,8,429,24.27685324933223,46.451669854624924,358.2714768960428
20201213,884,10,434,6,478,26.553229643526876,29.511971726348396,421.93479863012476
20160413,23,31,63,9,950,131.88284306374374,65.7052099052108,752.4119470310454
20220729,520,60,571,2,732,53.659157198769535,65.60187966949321,612.7389631317373
20211213,80,81,40,13,807,89.17716112461193,83.27494689769757,634.5478919776905
20160918,681,65,862,16,763,34.146871302761895,67.56270283260048,661.2904258646377
20160111,805,71,491,5,944,59.40728484314556,130.70110549789487,753.8916096589596
20171020,375,30,608,17,334,29.262604102262653,42.47786687601203,262.2595290217253
20220309,977,77,251,9,311,13.377386972572639,43.1240696805683,254.49854334685907
20240102,233,15,919,15,330,36.410362458692966,22.03164321402417,271.55799432728287
20220302,720,2,767,8,820,41.96363117941938,115.63582851989862,662.400540300682
20180918,329,16,579,8,210,24.26967054674289,19.399360624361837,166.33096882889527
20200824,38,67,970,10,306,28.420129754501477,35.38764998082445,242.19222026467406
20221121,985,75,582,3,519,60.5876568979431,46.748469473997424,411.6638736280595
20240212,638,46,461,4,552,23.46761803535287,64.21360256201967,464.31877940262746
20141031,280,25,924,20,777,45.42796592601072,80.27796708287163,651.2940669911177
20140725,533,16,279,4,729,16.12059357085384,77.1958999545323,635.6835064746139
20170121,677,53,400,4,433,32.53341294123222,33.394379408334025,367.07220765043377
20170805,364,5,748,1,919,57.962776596461424,127.43406284026804,733.6031605632705
20190904,980,50,949,13,536,11.929197951285666,49.674388653513645,474.3964133952007
20240321,447,87,916,3,183,22.229602607831072,10.528899291484747,150.24149810068417
20240509,701,33,614,12,959,32.207790944244415,114.72587821110895,812.0663308446467
20230801,440,7,43,2,597,46.71458088991075,69.68395719283778,480.60146191725147
20240207,660,72,933,8,190,19.817268141944123,17.760652739218926,152.42207911883696
20150507,372,10,989,19,932,112.23619183643531,67.95174551450562,751.812062649059
20191209,931,87,705,12,470,36.41356950161,43.71806072876724,389.86836976962275
20200922,785,82,868,16,616,39.848204874209365,60.83985408304998,515.3119410427406
20230301,836,13,950,15,245,21.73094308301978,29.869622739117254,193.39943417786296
20190610,326,2,898,7,213,30.497393411795876,24.625669839451955,157.87693674875217
20170606,55,4,906,4,386,22.712889965637284,40.009612302436764,323.27749773192596
20210208,612,38,919,7,288,11.062763039619012,22.642284695083006,254.29495226529798
20180828,153,6,564,1,696,25.64868786771134,96.0441215276109,574.3071906046778
20230205,580,70,947,11,147,10.78211131617551,8.14352135592408,128.0743673279004
20220505,130,20,135,6,738,43.037498826481134,98.98821906029441,595.9742821132245
20191011,121,42,595,19,536,63.37742023001474,61.154784353234895,411.4677954167504
20170119,976,45,70,1,671,23.28274585311343,68.30119710499645,579.4160570418901
20140717,998,55,734,11,478,18.996324560533687,58.34658004338833,400.657095396078
20190821,546,22,923,11,361,45.4492535368512,47.702879831573924,267.8478666315749
20170115,29,30,689,1,309,44.71667376636695,35.3929706263336,228.89035560729945
20150519,437,20,837,20,825,28.738611736839264,85.9426365251589,710.3187517380019
20210208,245,79,326,8,607,78.12335692099718,69.69784542240652,459.1787976565963
20180211,827,75,605,13,620,31.550167264061784,44.85294884756674,543.5968838883715
20170629,290,67,190,7,277,11.643800792828461,19.812675800484648,245.5435234066869
20201220,404,39,912,14,212,29.95314164992886,24.577734428424872,157.46912392164626
20200226,436,48,621,8,887,63.37631600530442,72.17012408684614,751.4535599078495
20210909,982,4,989,13,891,25.012796595908473,104.37559137937039,761.6116120247211
20240617,249,85,929,16,653,57.69329306685281,61.19462080615613,534.112086126991
20220803,872,1,814,16,609,54.13327126999263,33.98783429090576,520.8788944391016
20210704,973,25,202,16,760,94.61810969228941,110.29452934150365,555.0873609662069
20221117,690,75,837,4,869,74.65072793567279,101.62121265645565,692.7280594078716
20220620,260,29,39,10,481,54.797303001145785,65.61953063847983,360.5831663603744
20180719,480,68,679,12,943,85.84529427227396,113.85577059840578,743.2989351293203
20150928,765,77,936,17,677,20.931514416077377,86.92158826050894,569.1468973234137
20170101,807,26,256,16,536,77.9553220873768,59.747509630909796,398.2971682817134
20220627,451,27,289,16,895,70.56347145089876,124.2565385484688,700.1799900006324
20191001,166,93,459,13,397,20.174830934875974,32.006879518101094,344.8182895470229
20240319,715,84,424,18,520,74.24246042806904,26.76162440960822,418.9959151623227
20160117,162,40,708,14,251,7.617141782286811,18.7953894379731,224.58746877974008
20180826,912,9,197,6,200,16.083707971619397,20.788625435958398,163.1276665924222
20200422,158,8,563,19,137,7.150801937368696,12.513593431435126,117.33560463119618
20140114,859,4,286,8,536,34.465699228474556,39.67716080637874,461.8571399651467
20220906,913,93,133,11,531,12.044027352433238,68.07661432129389,450.8793583262729
20141102,309,74,193,9,537,65.49456996624703,70.05391384267372,401.45151619107924
20171120,726,90,502,7,633,94.78289979984815,93.3135868133028,444.90351338684906
20221221,309,33,252,16,223,26.812659424835186,23.826226325447447,172.36111424971736
20240315,910,12,92,16,603,14.662788985848877,69.76690939321911,518.570301620932
20240520,592,94,219,14,368,26.641878437231508,23.518518866328087,317.8396026964404
20170119,945,93,607,7,261,20.407090290325954,22.39922559454738,218.19368411512667
20151222,952,41,4,11,797,48.94146156871286,63.01560203517637,685.0429363961108
20170909,359,44,304,5,229,24.580472754076467,23.96172524633528,180.45780199958824
20160728,760,45,72,10,621,67.61866178678812,75.55209964648293,477.8292385667289
20240119,889,62,895,16,335,17.028117728399856,35.886368593812996,282.08551367778716
20181207,318,65,728,11,912,108.8538041798312,121.81437565579064,681.3318201643781
20210923,165,93,287,12,878,121.27899159252314,48.23751987169193,708.483488535785
20180120,148,20,853,2,622,53.771208903592914,81.13065965273789,487.0981314436692
20220518,307,99,76,11,517,52.15425817902864,51.95484756112861,412.89089425984275
20150806,562,71,612,4,630,55.18287772766023,46.97288885296599,527.8442334193737
20180103,162,26,904,10,697,61.642462881627445,101.6740298165432,533.6835073018294
20200107,146,82,579,12,323,8.014972224368655,39.185102374886426,275.79992540074494
20150823,829,99,588,3,494,53.266680389380944,55.04379067324125,385.6895289373778
20170921,152,50,52,14,362,12.940425259588645,44.63730257743637,304.422272162975
20221014,501,14,167,10,279,27.398991730685715,23.67899057117225,227.92201769814204
20210531,571,16,354,5,660,29.372569908828297,97.30854484233969,533.318885248832
20160119,175,3,670,3,553,31.692436183420284,35.01397539070088,486.29358842587885
20150126,568,31,287,11,892,101.02570029544694,72.08238562866562,718.8919140758874
20191019,372,31,388,18,484,54.07204345151469,36.04928148555786,393.8786750629274
20180212,363,61,20,7,330,8.138804743286718,20.92523147471819,300.9359637819951
20200301,822,44,749,5,642,76.83205014915853,53.406720633709334,511.76122921713215
20171127,18,78,196,12,922,112.50556644352197,85.64551580436509,723.8489177521129
20200608,834,71,814,4,647,60.81706708783519,59.519246812150676,526.6636861000142
20200211,657,13,300,19,412,44.85928588549639,40.3128977502071,326.8278163642965
20151024,374,12,587,11,895,35.82682594218599,115.09382082624748,744.0793532315665
20141129,50,29,767,20,482,19.21521354530519,38.175674005697225,424.60911244899756
20201127,819,17,907,8,882,81.751279645574,102.88133882612671,697.3673815282993
20170106,636,22,524,3,636,90.04969753634721,50.9822291640288,494.968073299624
20150607,29,11,5,15,426,57.69039318503285,44.28759441565494,324.0220123993122
20230731,901,36,371,18,599,28.759322738104597,45.42699749704064,524.8136797648548
20200820,35,68,770,2,749,27.669155846202315,102.83285689640512,618.4979872573925
20200330,333,5,706,20,145,16.999320311611548,10.967703379109743,117.03297630927871
20170509,725,28,447,8,529,18.288827096703372,49.25022314014357,461.46094976315305
20210113,24,91,480,20,270,19.475825049921948,29.93929296995976,220.5848819801183
